lecture,slide_id,model,type,term_or_entity
Lecture 13,Slide21,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Fourier slice theorem
Lecture 13,Slide22,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=F(u, 0) | p=represents | o=the one-dimensional Fourier transform of the projection P_{θ=0} | conf=0.95"
Lecture 13,Slide23,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,image reconstruction
Lecture 13,Slide24,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,"x, y coordinates"
Lecture 13,Slide27,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,small angle dθ
Lecture 13,Slide30,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=H(w) | p=uses | o=the inverse Fourier transform | conf=0.9
Lecture 13,Slide34,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Analytic Approach | p=uses | o=filtering/processing steps | conf=0.9
Lecture 13,Slide39,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=P'(θ,t) | p=produces | o=a high-pass-filtered projection profile | conf=0.9"
Lecture 13,Slide4,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Clinical Images
Lecture 13,Slide4,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Clinical Images
Lecture 13,Slide41,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,The next few slides show a MATLAB implementation-also your homework-so you can read through and try it yourself
Lecture 13,Slide46,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,colorbar
Lecture 14,Slide11,OpenGVLab__InternVL3-14B,concept_term_not_in_text,Fourier domain sampling patterns
Lecture 14,Slide11,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Fifth generation | p=uses | o=scanning electron beam | conf=1.0
Lecture 14,Slide11,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,scanning electron beam
Lecture 14,Slide14,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,motion blur along the Z-axis
Lecture 14,Slide20,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Cone-beam reconstruction using the backprojection of locally filtered projections
Lecture 14,Slide23,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=interior tomography | p=reconstructs_with | o=landmark-based | conf=1.0
Lecture 14,Slide23,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Algorithm
Lecture 14,Slide23,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,contrast agents-like iodine injected during CT angiography-change blood density
Lecture 14,Slide25,llava-hf__llava-onevision-qwen2-7b-ov-hf,triple_entity_not_in_text,s=classical CT | p=uses|via|represents|depends_on|measures|produces|reconstructs_with | o=global image | conf=0.0
Lecture 14,Slide26,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=interior tomography | p=produces | o=finer image resolution | conf=1.0
Lecture 14,Slide28,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=GANTRY | p=represents | o=PATIENT BED | conf=0.8
Lecture 14,Slide3,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=CT Image Artifacts | p=degrades | o=Image Quality | conf=0.9
Lecture 14,Slide30,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=In-vivo Spectral Micro-CT | p=enabled with | o=Parallel Localized Data Acquisition | conf=1.0
Lecture 14,Slide32,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Wire and Detector Element Limits
Lecture 14,Slide32,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=960 Views | p=produces | o=good image quality | conf=0.9
Lecture 14,Slide34,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=bone window | p=uses | o=C/W 1000, 2500 | conf=0.9"
Lecture 14,Slide35,OpenGVLab__InternVL3-14B,concept_term_not_in_text,Magic ring scanner
Lecture 14,Slide35,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,magic ring scanner
Lecture 14,Slide36,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Image Noise | p=depends_on | o=HVL for Water 3.6 cm | conf=1.0
Lecture 14,Slide36,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Algorithm
Lecture 14,Slide36,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Image Noise | p=depends_on | o=mAs Product | conf=0.9
Lecture 14,Slide37,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Low-contrast Resolution | p=depends_on | o=System MTF | conf=0.9
Lecture 14,Slide38,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Conventional Scanning | p=produces | o=Through-plane motion artifacts | conf=0.8
Lecture 14,Slide42,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,fidelity
Lecture 14,Slide42,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Volume averaging | p=produces | o=Deblurred | conf=0.9
Lecture 14,Slide44,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,smart computational algorithms that predict motion and correct for it during reconstruction.
Lecture 14,Slide44,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Iterative Reconstruction with Known Motion Pattern | p=reconstructs_with | o=accurate images | conf=0.95
Lecture 14,Slide45,OpenGVLab__InternVL3-14B,concept_term_not_in_text,low-dose CT
Lecture 14,Slide46,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=The effective dose equivalent | p=represents | o=the dose delivered to each organ weighted by the radiation sensitivity w of that organ | conf=0.95
Lecture 14,Slide47,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,CTDIs
Lecture 14,Slide47,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=effective dose equivalent | p=represents | o=patient risk | conf=0.9
Lecture 14,Slide48,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Toronto | p=measures | o=lower natural background radiation | conf=1.0
Lecture 14,Slide52,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=CTDI | p=represents | o=local dose | conf=0.8
Lecture 14,Slide54,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=MSAD | p=depends_on | o=inter-slice distance | conf=0.8
Lecture 14,Slide56,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,peripheral dose
Lecture 14,Slide56,OpenGVLab__InternVL3-14B,concept_term_not_in_text,peripheral dose
Lecture 14,Slide56,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=MSAD | p=depends_on | o=Slice Thickness | conf=1.0
Lecture 14,Slide56,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Significantly Less at the Iso-center than Near Surface for Body
Lecture 14,Slide56,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=MSAD | p=depends_on | o=kVp | conf=0.9
Lecture 14,Slide6,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Resultant data | p=are transformed to | o=the Fourier space | conf=0.98
Lecture 14,Slide8,OpenGVLab__InternVL3-14B,concept_term_not_in_text,X-ray source rotation
Lecture 14,Slide8,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=partial fan beam (1972) | p=measures | o=multiple parallel beam projections per translation | conf=0.8
Lecture 14,Slide9,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Stationary object assumption
Lecture 14,Slide9,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=electron beam CT | p=produces | o=X-ray beam | conf=0.95
Lecture 15,Slide1,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=GE's ""Revolution CT"" | p=produces | o=high-resolution images of the human body | conf=0.9"
Lecture 15,Slide10,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Filtration (Ramp filter) | p=is required in the sinogram space | o=to fix the blurring | conf=0.95
Lecture 15,Slide12,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,We'll first apply parallel-beam tools and then switch to fan-beam tools
Lecture 15,Slide13,OpenGVLab__InternVL3-14B,concept_term_not_in_text,backprojection
Lecture 15,Slide14,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=MATLAB's radon function | p=depends_on | o=rotation angles | conf=1.0
Lecture 15,Slide14,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,R is the result-it contains the projection values
Lecture 15,Slide14,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=radon(I, theta) | p=uses | o=I | conf=0.95"
Lecture 15,Slide15,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,the Shepp-Logan phantom
Lecture 15,Slide16,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=coarser sinogram | p=reconstructs_with | o=lower resolution | conf=1.0
Lecture 15,Slide19,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Line 35 | p=implements | o=filtered BP | conf=1.0
Lecture 15,Slide19,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,image quality
Lecture 15,Slide19,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,filtered backprojected image
Lecture 15,Slide19,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=filtered backprojected image | p=reconstructs_with | o=filtered BP | conf=0.9
Lecture 15,Slide2,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Deep Imaging
Lecture 15,Slide20,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,image_quality
Lecture 15,Slide23,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,scanner geometry
Lecture 15,Slide23,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=fanbeam function | p=uses | o=distance to object (D) | conf=1.0
Lecture 15,Slide23,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"FanSensorSpacing, dsensor1 are optional"
Lecture 15,Slide23,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=fanbeam | p=uses | o=distance to object | conf=0.95
Lecture 15,Slide24,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=ifanbeam | p=reconstructs_with | o=inverse Radon transform | conf=1.0
Lecture 15,Slide25,OpenGVLab__InternVL3-14B,concept_term_not_in_text,Dsensor
Lecture 15,Slide25,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Dsensor (Line 26) | p=is set to | o=1 | conf=1.0
Lecture 15,Slide25,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,p_type (Line 5)
Lecture 15,Slide25,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Dsensor (Line 26) | p=measures | o=spacing between detector elements | conf=0.9
Lecture 15,Slide26,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,FBP reconstruction
Lecture 15,Slide26,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Dsensor: 1 | p=produces | o=decent reconstruction | conf=0.9
Lecture 15,Slide29,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Dr. Wang's group
Lecture 15,Slide5,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,Radon transform in clinical practice
Lecture 15,Slide5,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=CT Process | p=uses | o=Radon Transform | conf=1.0
Lecture 15,Slide7,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,bridge between raw projection data and reconstructed CT image
Lecture 15,Slide8,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,applying the inverse two-dimensional Fourier transform to reconstruct the original image
Lecture 15,Slide9,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,accurate reconstruction
Lecture 16,Slide10,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,biological structures
Lecture 16,Slide10,OpenGVLab__InternVL3-14B,concept_term_not_in_text,internal source
Lecture 16,Slide10,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=PET scan | p=uses | o=internal sources | conf=1.0
Lecture 16,Slide10,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Low vs High Sensitivity
Lecture 16,Slide10,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Low vs high sensitivity
Lecture 16,Slide11,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,tri-modality scanner
Lecture 16,Slide11,OpenGVLab__InternVL3-14B,concept_term_not_in_text,tri-modality scanner
Lecture 16,Slide11,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=nuclear imaging | p=produces | o=highly sensitive biochemical information | conf=0.95
Lecture 16,Slide13,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=helium | p=has | o=atomic number of 2 | conf=1.0
Lecture 16,Slide13,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"this number tells us the number of protons. if the atom is neutral, it should match the number of electrons"
Lecture 16,Slide14,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Half-life
Lecture 16,Slide15,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,gamma ray generation
Lecture 16,Slide16,Qwen__Qwen2-VL-7B-Instruct,triple_entity_not_in_text,s=gamma decay | p=uses|via|represents|depends_on|measures|produces|reconstructs_with | o=gamma (γ) | conf=0.0
Lecture 16,Slide17,OpenGVLab__InternVL3-14B,concept_term_not_in_text,localized radiation
Lecture 16,Slide17,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,cancer treatment
Lecture 16,Slide18,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,PET relies on beta-plus decay and positron annihilation
Lecture 16,Slide18,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,PET relies on beta-plus decay and positron annihilation
Lecture 16,Slide19,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=positron emission | p=produces | o=two anti-parallel 511 keV photons | conf=0.95
Lecture 16,Slide2,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Deep Imaging
Lecture 16,Slide21,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=99mTc | p=uses | o=gamma-ray emission | conf=0.95
Lecture 16,Slide22,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,photons - either X-rays or gamma rays - along with other possible emissions
Lecture 16,Slide26,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,effective half-life formula
Lecture 16,Slide26,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=N | p=depends_on | o=λ | conf=0.95
Lecture 16,Slide28,OpenGVLab__InternVL3-14B,concept_term_not_in_text,99Mo
Lecture 16,Slide29,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,specialized reactor facilities
Lecture 16,Slide3,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Tracer Production | p=represents | o=Devices | conf=1.0
Lecture 16,Slide3,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Coincidence Detection
Lecture 16,Slide3,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Coincidence Detection
Lecture 16,Slide30,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,medical imaging
Lecture 16,Slide30,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=nuclear fission | p=produces | o=a huge amount of energy | conf=0.95
Lecture 16,Slide35,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,"s=the third equation | p=describes | o=granddaughter, technetium-99 | conf=1.0"
Lecture 16,Slide35,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,solve these equations
Lecture 16,Slide36,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,exponential decay
Lecture 16,Slide36,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=the daily yield | p=represents | o=the radioactivity of 99mTc in the technetium generator | conf=0.85
Lecture 16,Slide37,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=99mTc-glucoheptonate | p=uses | o=Brain tumors | conf=1.0
Lecture 16,Slide37,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=99mTc-diphosphonate | p=uses | o=skeletal imaging | conf=0.95
Lecture 16,Slide38,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,image quality
Lecture 16,Slide39,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,light pipe
Lecture 16,Slide39,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,radiopharmaceutical
Lecture 16,Slide4,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=marie curie | p=represents | o=the discovery of radioactivity | conf=0.9
Lecture 16,Slide41,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=A diverging collimator | p=produces | o=an image smaller than the object | conf=0.95
Lecture 16,Slide45,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Anger network | p=represents | o=position estimate in the x direction | conf=0.9
Lecture 16,Slide46,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,synchronization
Lecture 16,Slide46,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,light to electric signal
Lecture 16,Slide47,OpenGVLab__InternVL3-14B,concept_term_not_in_text,scintillation crystal
Lecture 16,Slide47,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=pulse height analyzer | p=represents | o=range of values accepted | conf=0.9
Lecture 16,Slide48,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,square of the sum
Lecture 16,Slide48,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=The intrinsic spatial resolution of the gamma camera | p=depends_on | o=the intrinsic resolution of the Anger position encoder | conf=0.9
Lecture 16,Slide50,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,injection activity
Lecture 16,Slide50,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=dead time | p=measures | o=the time between two detected events | conf=0.9
Lecture 16,Slide51,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,FDG uptake
Lecture 16,Slide51,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=positron emission tomography (pet) | p=uses | o=fluorodeoxyglucose (fdg) | conf=0.98
Lecture 16,Slide52,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Coinc. | p=recognizes | o=them as a pair | conf=0.8
Lecture 16,Slide53,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,reconstruction of image
Lecture 16,Slide55,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,parent-daughter decay equations
Lecture 16,Slide6,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=spectral molecular CT | p=uses | o=photon-counting detector | conf=0.95
Lecture 16,Slide7,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"we use a collimator - such as a pinhole collimator or a parallel-hole collimator. The collimator ensures that only photons traveling along certain directions are recorded, giving us the directional information we need for tomographic imaging."
Lecture 16,Slide7,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=gamma camera | p=uses | o=collimator | conf=0.9
Lecture 16,Slide8,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,nuclear imaging is highly complementary to X-ray imaging
Lecture 16,Slide8,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=gamma camera | p=uses | o=parallel-hole collimator | conf=0.9
Lecture 16,Slide9,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=unstable isotope as tracer molecule (radionuclide) | p=participates in | o=normal metabolic processes | conf=1.0
Lecture 16,Slide9,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Unstable Isotope as Tracer Molecule (Radionuclide) | p=administered | o=Intravenously or Orally | conf=0.95
Lecture 17,Slide10,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Conference & Community
Lecture 17,Slide11,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,modality
Lecture 17,Slide11,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=E 99mTc | p=produces | o=140keV | conf=0.95
Lecture 17,Slide13,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,image reconstruction
Lecture 17,Slide13,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,image reconstruction
Lecture 17,Slide13,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=The SPECT data model | p=depends_on | o=source-position-dependent weighting factors | conf=0.95
Lecture 17,Slide14,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,sort by angle
Lecture 17,Slide15,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Mechanical collimators | p=represents | o=separating detector ring & defining imaging planes | conf=1.0
Lecture 17,Slide19,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=A Fourier reconstruction algorithm with constant attenuation compensation using 180° acquisition data for SPECT | p=uses | o=the complex variable central slice theorem | conf=0.9
Lecture 17,Slide20,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"But once you know mu-like if you assume the patient's body is mostly water, making mu equal to the value for water, or if you measure mu with a dedicated transmission scan-you can normalize your measurements, and you end up with a clean line integral."
Lecture 17,Slide21,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=CT | p=uses | o=tube voltages up to about 140 kVp | conf=1.0
Lecture 17,Slide22,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=PET without attenuation correction | p=produces | o=enhanced skin uptake | conf=0.9
Lecture 17,Slide22,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,radioisotope sensitivity
Lecture 17,Slide22,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=PET: with attenuation correction | p=reconstructs_with | o=filtered back projection | conf=0.8
Lecture 17,Slide25,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=maximum likelihood iterative reconstruction | p=produces | o=minimized artifacts | conf=1.0
Lecture 17,Slide25,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=ML Iterative Recon (34 iterations) | p=produces | o=images with reduced noise and minimized artifacts | conf=0.9
Lecture 17,Slide26,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,individualized correction
Lecture 17,Slide3,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,parents giving money to a daughter
Lecture 17,Slide3,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,parent supply
Lecture 17,Slide31,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,reaches the market
Lecture 17,Slide32,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"several blocks combined form a ""bucket"""
Lecture 17,Slide33,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Have an emission wavelength near 400 nm; this wavelength represents the point of maximum sensitivity for standard PMTs
Lecture 17,Slide33,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=large effective atomic number | p=uses | o=high γ-ray detection efficiency via photoelectric interactions | conf=0.95
Lecture 17,Slide35,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=photomultiplier tubes | p=converts | o=visible light to electrical signal | conf=1.0
Lecture 17,Slide35,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Photomultiplier Tubes | p=measures | o=Incident 511kev Photons | conf=0.8
Lecture 17,Slide36,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=BGO | p=represents | o=ECAT II 1977 | conf=0.9
Lecture 17,Slide37,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,scatter and random events become more frequent
Lecture 17,Slide37,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Random Events | p=represents | o=Coincidence of Two Photons from Different Events | conf=0.95
Lecture 17,Slide38,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Tri-windows for Scatter Correction | p=measures | o=scattered background | conf=0.9
Lecture 17,Slide38,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=C_Scatter_corr. | p=produces | o=C_Main - (C_Low + C_High) / (W_Low + W_High) * W_Main | conf=0.9
Lecture 17,Slide4,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,finding mistakes
Lecture 17,Slide41,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=correction factor | p=reconstructs_with | o=true coincidences | conf=0.9
Lecture 17,Slide43,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Scatter & Random Correction | p=uses | o=quantitative PET imaging | conf=0.9
Lecture 17,Slide44,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=PET | p=has | o=higher sensitivity than SPECT | conf=1.0
Lecture 17,Slide46,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"This might require using new, out-of-the-box ideas-possibly even involving MRI technology-instead of conventional techniques"
Lecture 17,Slide48,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=SPECT & PET | p=reconstructs_with | o=deterministic reconstruction | conf=1.0
Lecture 17,Slide48,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Conference & Community
Lecture 17,Slide48,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=SPECT & PET | p=uses | o=Reconstruction Methods | conf=0.9
Lecture 17,Slide5,llava-hf__llava-onevision-qwen2-7b-ov-hf,triple_entity_not_in_text,s=single photon emission computed tomography (SPECT) | p=uses|via|represents|depends_on|measures|produces|reconstructs_with | o=single photons | conf=0.0
Lecture 17,Slide5,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Data Modeling | p=represents | o=Single Emission | conf=1.0
Lecture 17,Slide5,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Conference & Community
Lecture 17,Slide53,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,fully3d'17
Lecture 17,Slide55,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=statistical noise | p=reduces | o=doubling mass of tracer injected | conf=1.0
Lecture 17,Slide6,llava-hf__llava-onevision-qwen2-7b-ov-hf,triple_entity_not_in_text,"s=Poisson distribution | p=represents | o=random variables that give you counts-like one, two, three, and so on-with different probabilities for each count | conf=1.0"
Lecture 17,Slide6,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Gaussian & Poisson Noise | p=uses | o=mean and variance | conf=0.8
Lecture 17,Slide8,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,probability of purchasing a defective computer
Lecture 18,Slide13,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=1 Tesla | p=equals | o=ten thousand Gauss | conf=1.0
Lecture 18,Slide15,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,relied on induced currents in coils to detect the returning signals
Lecture 18,Slide20,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=in the absence of an external, imposed magnetic field | p=the orientations of the magnetic moments are random | o=in the absence of an external, imposed magnetic field | conf=0.95"
Lecture 18,Slide22,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,proton's magnetic moment
Lecture 18,Slide22,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=the z-component of the magnetic moment, miu z | p=equals | o=plus or minus gamma times Planck's constant divided by four pi | conf=0.95"
